property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Cuma 5JT Dapat rumah komersil!, Ilir Timur II, Palembang","Ilir Timur II, Palembang ",-2.9659463,104.77772717002355,"Ilir Timur II, Palembang, Sumatera Selatan, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2,5jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"5JT dapat rumah komersil !, Ilir Timur I, Palembang","Ilir Timur I, Palembang ",-2.9781197500000003,104.75527385678066,"Ilir Timur I, Palembang, Sumatera Selatan, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"Rumah Minimalis Lokasi strategis, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"Rumah 300an komersil, Gandus, Palembang","Gandus, Palembang ",-3.0020309,104.6966331,"Gandus, Palembang, Sumatera Selatan, 30149, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"O Rumah O DP, Bukit Kecil, Palembang","Bukit Kecil, Palembang ",-2.9879814500000004,104.75050793435676,"Bukit Kecil, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"Rumah mewah Konsep Romawi dibelakang. PTC Mall, Kemuning, Palembang","Kemuning, Palembang ",-2.9505602,104.74988216891136,"Kemuning, Palembang, Sumatera Selatan, Indonesia",Rp. 1.300.000.000,"Dijual rumah. siap huni lokasi strategis dekat dengan Pasilitas umum - hanya 2 menit dari PTC mall - hanya. 2 menit dari hotel Novotel -hanya. 2 menit dari hotel Maxone - hanya 2 menit dari RS Widyati -hanya. 2 menit dari Giant. Mall - hanya. 3 menit dari jm malll - hanya 5 menit dari SMP,SMU internasional kusuma bangsa -hanya 5 menit dari PolDA Sumsel -hanya. 10 menit dari bandara ( akses jalan baru)",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,,,2,2200,05 Dec 2020, 160 m², 105 m²,3,3,
"Rumah Minimalis Lokasi strategis, Tanjung Siapiapi, Palembang","Tanjung Siapiapi, Palembang ",,,,Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN ANDA!!



Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya Dulu:

Tian 

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"O Rumah O DP, Talang Semut, Palembang","Talang Semut, Palembang ",-2.993365,104.7452061,"Jalan Talang Kerangga, RW 09 Kel. Talang Semut Kec. Bukit Kecil, Ilir Barat II, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN ANDA!!



Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya Dulu:

Tian 

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"Rumah Murah Hanya 5JT, Sematang Borang, Palembang","Sematang Borang, Palembang ",-2.94182715,104.82105484830586,"Sematang Borang, Palembang, Sumatera Selatan, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"5JT dapat rumah komersil !, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"Rumah tanpa DP, Sematang Borang, Palembang","Sematang Borang, Palembang ",-2.94182715,104.82105484830586,"Sematang Borang, Palembang, Sumatera Selatan, Indonesia",Rp. 365.000.000,"INVESTASI CERDAS UNTUK MASA DEPAN!


Green Center Park Palembang.

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo Terbatas:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Bonus free biaya akad KPR.
*Bonus free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisionall
Jooging track

Segera dapatkan unitnya sebelum kehabisan!

Tanya-Tanya:

Tian

0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,19 Nov 2020, 40 m², 98 m²,2,1,
"Rumah mewah full furnished jati Jepara siap huni, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 12.000.000.000,"Rumah Dijual Palembang DIJUAL RUMAH MEWAH FULL FURNISH JATI JEPARA SIAP HUNI DI JALAN KOMERING 2 DEMANG LEBAR DAUN, KELURAHAN ILIR BARAT 2 KOTA PALEMBANG SUMATERA SELATAN DENGAN LUAS BANGUNAN 900 ATAU DIMENSI 15 * 30 * 2 LANTAI DAN LUAS TANAH 750 METER ATAU DIMENSI 15 * 50 KAMAR TIDUR ADA 7 TERDIRI DARI KAMAR ANAK 4 KAMAR UTAMA 2 BISA JADI SATU. KAMAR PEMBANTU 1. KAMAR MANDI 6. INCLUDE DENGAN PERABOTAN BERKELAS SIAP PAKAI KOLAM RENANG DIMENSI 5 * 13 DENGAN KEDALAMAN 1 METER SAMPAI DENGAN 2 SETENGAH METER. GARASI UNTUK PARKIRAN MOBIL MUAT UNTUK 4 MOBIL. HARGA 12 MILYAR (NEGO)",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus Sekali,,2,4400,27 Nov 2020, 900 m², 750 m²,6,5,
"Rumah Cantik 265/232 Semi Furnish Lokasi di Demang Tengah Kota Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 3.000.000.000,"Call/WA : 0816-382660

Dijual Rumah Cantik 265/232 Semi Furnish Lokasi di Tengah Kota Palembang 

Luas tanah : 232 m2
Luas bangunan : 265 m2
Kamar tidur : 4 unit
Kamar mandi : 4 unit
Jumlah lantai : 2

Harga : Rp 3.000.000.000

Spesifikasi :
Sertifikat Hak Milik
IMB
Listrik 4400 watt
Air PAM 24 jam
Garasi : 1 mobil
Carport : 2 mobil
Lokasi : Komplek Villa Anggrek, Jl Lingkar Istana
Bonus : 5 unit AC

Nilai lebih :
PAM 24 jam
One gate system
Balkon yang luas
Berada di tengah kota
1 Menit ke Istana Gubernur
5 Menit ke PS Mall/Rs Siloam
Dekat kuliner KFC,Rm.Sri Melayu,Rm Sederhana, Rm Bang Rio dan berbagai kuliner lainnya
5 Menit ke BCA

Deskripsi :
Rumah berada lingkungan komplek elite yang nyaman dan aman. Cocok untuk tempat tinggal keluarga. 

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,,2,4400,27 Nov 2020, 265 m², 232 m²,4,4,1
"Town House cantik 120/182 Jln Tanjung Pinang, Tanjung Harapan, Kenten, Sako, Palembang","Sako, Palembang ",-2.9255981,104.7864873,"Sako, Palembang, Sumatera Selatan, 30163, Indonesia",Rp. 1.300.000.000,"Call/WA : 0816-382660

Dijual Town House cantik 120/182 Jln Tanjung Pinang, Tanjung Harapan, Kenten

Luas tanah : 182 M2
Luas bangunan : 120 M2
K Tidur : 3
K mandi/ wc : 1

Spesifikasi :

Sertipikat Hak Milik
Listrik : 6400 watt
Air : PAM

Harga: 1,3 M

Deskripsi :

Bangunan 2 lantai dan sangat bagus, kusen2 dari kayu jati.
Tanah didepan luas, cukup parkir 4 mobil.
Bangunan sangat terawat siap huni, terletak didaerah nyaman, jauh dari kebisingan, dibelakang komplek DPRD tanjung harapan

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,6600,18 Aug 2020, 120 m², 182 m²,3,1,
"Rumah cantik 100/128 Full Furnished Komplek CGC Sommerset East  Palembang, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 1.050.000.000,"Call/WA : 0816-382660

Dijual Rumah cantik 100/128 Full Furnished Komplek CGC Sommerset East Palembang

Luas tanah 128 m2
Luas bangunan 100 m2
Kamar tidur 2+1 unit
Kamar mandi 2+1 unit
1 lantai
SHGB
Daya listrik 2200 watt
Air ATS

Harga : Rp. 1,050,000,000

Perabot:
AC 2 unit
Carport sudah ada Canopy
Gorden
Meja makan
Spring bed 180 dan 120
Lemari pakaian
Sofa bed

Deskripsi
Rumah berada dalam Cluster Somerset East, setiap cluster dijaga oleh Security 24 jam.
Lingkungan aman dan nyaman, fasilitas lengkap meliputi kolam renang, lapangan olah raga, pasar modern, sekolah, tempat Ibadah, minimarket dan apotik.
cocok untuk hunian bersama keluarga tercinta.

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus,,2,2200,18 Aug 2020, 100 m², 128 m²,2,2,
"Rumah mewah 176/150 CGC Full Renovasi Palembang, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 1.499.000.000,"Dijual Rumah mewah 176/150 CGC Full Renovasi Palembang

LT : 150 m2
LB : 176 m2 (2 lantai) 
KT : 3 + 1
KM : 2 + 1
Listrik : 4400 watt
2 lantai

Full Granit dan Renovasi total

Hargo : Rp 1,5 M",Rumah,HGB - Hak Guna Bangun,Unfurnished,Bagus Sekali,,2,4400,10 Sep 2020, 176 m², 150 m²,4,3,
"Townhouse Cantik 140/120 di Komplek BNI - Batujajar Sukarela Palembang, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 1.600.000.000,"Call/WA : 0816-382660

Dijual Townhouse Cantik 140/120 di Komplek BNI - Batujajar Sukarela Palembang

Luas tanah : 120 m2
Luas bangunan : 140 m2
Kamar tidur : 3 + 1 unit
Kamar mandi : 3 + 1 unit 
Ruang Keluarga : 1 unit
Jumlah lantai : 2

Harga : Rp 1.600.000.000 / unit

Spesifikasi :
Sertipikat Hak Milik
Listrik 3500 watt
Air PAM
Carport 1 mobil
Komplek one gate system
Keamanan 24 Jam
Lokasi Jln Sukarela batujajar

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,3500,18 Aug 2020, 140 m², 120 m²,3,3,1
"Rumah Mewah 160/193 Komplek PHDM XII Martadinata Palembang, Kalidoni, Palembang","Kalidoni, Palembang ",-2.9504179,104.8034681,"KALIDONI, Palembang, Sumatera Selatan, 30119, Indonesia",Rp. 1.500.000.000,"Call/WA : 0816-382660

Dijual Rumah 160/193 PHDM XII Martadinata Palembang

LT : 193
LB : 160
KT : 4 unit
KM : 4 unit
Lantai : 2 Lt
Listrik : 2200 watt
PAM

Harga : Rp. 1,5 M

SHM, IMB, PBB lengkap

Call/WA : 0816-382660",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,18 Aug 2020, 160 m², 193 m²,4,4,1
"Rumah Mewah Murah di PHDM Full Furniture, Kalidoni, Palembang","Kalidoni, Palembang ",-2.9504179,104.8034681,"KALIDONI, Palembang, Sumatera Selatan, 30119, Indonesia",Rp. 2.350.000.000,"Bismillah, kita mulai jual Rumah Secondary MMan.
Rumah Mewah di Kota Palembang.
Lokasi di PHDM 12 Jalan Residen Abur Rozak Kalidoni.
Spek :
Pondasi cakar ayam kedalaman 2 meter
2 lantai dg Atap sebagian dak cor
3 KM
4 KT
LT 112
LB 225
Lokasi strategis
4 mnt PT Pusri
5 mnt JM Lemabang
5 mnt pasar Lemabang
8 mnt Bombaru
10 mnt PTC
15 mnt Bandara Internasional SMB2
20 mnt jembatan Ampera

Minat Silahkan hubungi Marketing Abu Properti kesayangan kalian.
Cp : 085240468464 (Topan Properti) 

ABU PROPERTI
_solusi properti impian anda_",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus Sekali,1,2,2200,20 Nov 2020, 225 m², 112 m²,4,3,1
"GREEN CENTER PARK PALEMBANG, Tanjung Siapiapi, Palembang","Tanjung Siapiapi, Palembang ",,,,Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 1300- 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 40 m², 98 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 1300- 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 40 m², 98 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Bukit Kecil, Palembang","Bukit Kecil, Palembang ",-2.9879814500000004,104.75050793435676,"Bukit Kecil, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 1300- 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 40 m², 98 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 40 m², 98 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 517.500.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 10 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 2200 W

Angsuran
= 4-jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 60 m², 91 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Sako, Palembang","Sako, Palembang ",-2.9255981,104.7864873,"Sako, Palembang, Sumatera Selatan, 30163, Indonesia",Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 1300- 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 40 m², 98 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Gandus, Palembang","Gandus, Palembang ",-3.0020309,104.6966331,"Gandus, Palembang, Sumatera Selatan, 30149, Indonesia",Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 1300- 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,,19 Nov 2020, 40 m², 98 m²,2,1,
"GREEN CENTER PARK PALEMBANG, Tanjung Siapiapi, Palembang","Tanjung Siapiapi, Palembang ",,,,Rp. 365.000.000,"*Promo Geber NOV DESEMBER
(Hanya 5 unit pertama)

Tanpa DP? 
(Hanya Booking fee 5 JT)

Spesial Promo :

- MOTOR MIO 125 M3 (TANPA DIUNDI)!!!
-Cashbcak
-FREE Biaya AJB
-FREE biaya BPHTB
-FREE Biaya Balik nama
SHM


SHM = 
(kotamadya Palembang)

Lokasi = 
Kawasan CGC/talang kelapa km12

Tanah Lokasi= 
Tanah Asli/bukan timbunan

Air = ATS 24 Jam

PLN = 1300- 2200 W

Angsuran
= 2,5 sd 3jtaan 


Segera Survei lokasi Green Center Park dan dapatkan Promo terbaik dari Green Center Park!!


INFO2 : 
TIAN
0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,2200,19 Nov 2020, 40 m², 98 m²,2,1,
